,eval_L2,eval_Sen,eval_Mahalanobis,ground_truth,adv_prediction,model,attack,dataset,attack_success
30,0.2665837477115648,1.1028868088933772,0.0216560557662919,>50K,>50K,LR,deepfool,adult,0.0
31,0.0130410850588259,0.0539523829848949,0.001059397887805,>50K,>50K,LR,deepfool,adult,0.0
32,1.155750526011062,5.417996509234079,0.1119588552809329,<=50K,>50K,LR,deepfool,adult,1.0
33,3.0689506203523584,8.92068439976068,0.9590546100481676,<=50K,>50K,LR,deepfool,adult,1.0
34,0.0548565444539988,0.2269476531781114,0.0044562972415059,<=50K,>50K,LR,deepfool,adult,1.0
35,0.0705516936554172,0.2475223208481383,0.0095348305428964,>50K,<=50K,LR,deepfool,adult,1.0
36,2.1564493362022064,7.992476818286037,0.3155221522060192,<=50K,>50K,LR,deepfool,adult,1.0
37,0.3081667204076486,1.2749202619355806,0.0250340705331043,<=50K,>50K,LR,deepfool,adult,1.0
38,3.645348079563313,8.776945014671133,0.9021020732698424,<=50K,>50K,LR,deepfool,adult,1.0
39,1.1017571742210306,5.007558314527352,0.1005839204466537,<=50K,>50K,LR,deepfool,adult,1.0
40,0.3571871481028832,1.4777231919042673,0.0290162650145207,<=50K,>50K,LR,deepfool,adult,1.0
41,0.2893872531423278,1.197227510314721,0.023508511224605,<=50K,>50K,LR,deepfool,adult,1.0
42,1.153039713626316,4.754423314646598,0.1182760344099964,>50K,<=50K,LR,deepfool,adult,1.0
43,1.1255111457803793,5.197163334461785,0.1056969710837911,<=50K,>50K,LR,deepfool,adult,1.0
44,0.0431269216110341,0.1028019898111467,0.0063516663194387,>50K,>50K,LR,deepfool,adult,0.0
45,0.1212128038964476,0.5014709376428462,0.0098467786594153,>50K,>50K,LR,deepfool,adult,0.0
46,0.2586539203301427,1.0700802475906863,0.0210118735854498,<=50K,>50K,LR,deepfool,adult,1.0
47,2.72835043658108,8.876868290597466,1.1270375754143245,<=50K,>50K,LR,deepfool,adult,1.0
48,0.0370917289532371,0.1534525120604092,0.0030131600530058,>50K,>50K,LR,deepfool,adult,0.0
49,0.0562913521331483,0.2328835653744069,0.0045728524576998,>50K,>50K,LR,deepfool,adult,0.0
50,0.980813731697258,4.057736332884763,0.0796768682137899,<=50K,>50K,LR,deepfool,adult,1.0
51,1.3833471264255628,6.797295004200048,0.1543475852608978,<=50K,>50K,LR,deepfool,adult,1.0
52,0.3419188874634533,1.4145566814879336,0.0277759413461841,<=50K,>50K,LR,deepfool,adult,1.0
53,1.1508576379436115,5.383537816226257,0.1109620822972202,<=50K,>50K,LR,deepfool,adult,1.0
54,0.041305527222286,0.1708855465613449,0.0033554728203947,<=50K,>50K,LR,deepfool,adult,1.0
55,0.8209814795397711,3.3964923182207736,0.066692817099759,<=50K,>50K,LR,deepfool,adult,1.0
56,0.0527141459636102,0.218084324631307,0.0042822585649565,>50K,>50K,LR,deepfool,adult,0.0
57,3.0679768898827504,8.883268262867398,1.3871853428530538,<=50K,>50K,LR,deepfool,adult,1.0
58,0.050924735645412,0.2106813027592806,0.0041368938392052,<=50K,>50K,LR,deepfool,adult,1.0
59,0.0990054210937941,0.4095965087981659,0.0080427508932812,<=50K,>50K,LR,deepfool,adult,1.0
60,1.2722982486365566,6.144774851303051,0.1343214464982511,<=50K,>50K,LR,deepfool,adult,1.0
61,0.1817628767161821,0.7519733474825265,0.0147655922519338,<=50K,>50K,LR,deepfool,adult,1.0
62,0.0013786089351162,0.005703449928159,0.0001119916851267,>50K,>50K,LR,deepfool,adult,0.0
63,0.0017847836374929,0.0073838374863026,0.0001449873150574,>50K,>50K,LR,deepfool,adult,0.0
64,0.441457672301529,1.826359827354848,0.0358620219861883,<=50K,>50K,LR,deepfool,adult,1.0
65,0.6470979964857242,2.6771169228897573,0.0525673123640903,<=50K,>50K,LR,deepfool,adult,1.0
66,0.0415325947632724,0.1718249986322758,0.0033739198102679,<=50K,>50K,LR,deepfool,adult,1.0
67,1.0387250266856365,4.370857561586398,0.0857671216969283,<=50K,>50K,LR,deepfool,adult,1.0
68,0.04859232781743,0.2010318854109296,0.0039474201575119,>50K,>50K,LR,deepfool,adult,0.0
69,0.2329553096079445,0.9637621438908262,0.0189242326354042,<=50K,>50K,LR,deepfool,adult,1.0
70,0.03151339471051,0.1303744685835149,0.002560006314418,<=50K,>50K,LR,deepfool,adult,1.0
71,0.6403593263475765,2.649238260768303,0.0520198919556641,<=50K,>50K,LR,deepfool,adult,1.0
72,1.4906372683006734,7.34897214313707,0.1726124608177726,<=50K,>50K,LR,deepfool,adult,1.0
73,0.0631880897209994,0.1506219958788115,0.0093062550632733,>50K,>50K,LR,deepfool,adult,0.0
74,0.2488365566544441,1.0294646574535191,0.0202143536895134,<=50K,>50K,LR,deepfool,adult,1.0
75,0.0668264075935737,0.2764683019693906,0.0054286737876929,<=50K,>50K,LR,deepfool,adult,1.0
76,0.6798294466025684,2.812530493359324,0.0552262651471064,<=50K,>50K,LR,deepfool,adult,1.0
77,1.0378264162628543,4.359138177065244,0.0855362654153908,<=50K,>50K,LR,deepfool,adult,1.0
78,0.0313292081666039,0.1296123700260466,0.0025450395914415,>50K,>50K,LR,deepfool,adult,0.0
79,3.675944162511804,8.965981446242582,1.3913551944138738,<=50K,>50K,LR,deepfool,adult,1.0
80,0.0201633388356588,0.0834179778971691,0.0016379775201867,>50K,>50K,LR,deepfool,adult,0.0
81,0.5074397337827956,2.099334997050568,0.0412221061843823,<=50K,>50K,LR,deepfool,adult,1.0
82,0.0356826610152959,0.1353833584522986,0.0028902141923367,>50K,<=50K,LR,deepfool,adult,1.0
83,0.1103613847959325,0.3871902450775339,0.0149149630282301,>50K,<=50K,LR,deepfool,adult,1.0
84,0.0908812899571078,0.3759860373211303,0.0073827834679198,<=50K,>50K,LR,deepfool,adult,1.0
85,0.1700149387919029,0.70337080868718,0.0138112419848566,<=50K,>50K,LR,deepfool,adult,1.0
86,0.4933620952420283,2.041094250122349,0.0400785031089846,>50K,>50K,LR,deepfool,adult,0.0
87,0.0778285532945521,0.3114976588931598,0.0070338088146042,>50K,<=50K,LR,deepfool,adult,1.0
88,0.4829423322758746,1.997986550647675,0.0392320494742196,<=50K,>50K,LR,deepfool,adult,1.0
89,1.134454673024741,5.264556134050643,0.1075752747772565,<=50K,>50K,LR,deepfool,adult,1.0
90,0.142581769870504,0.5898766524428477,0.0115826941562977,<=50K,>50K,LR,deepfool,adult,1.0
91,0.311663435715438,1.2893865386838832,0.0253181267519047,<=50K,>50K,LR,deepfool,adult,1.0
92,2.704680640867782,8.848204931317285,1.1416916411727658,<=50K,>50K,LR,deepfool,adult,1.0
93,0.1940966472638025,0.8029996108112423,0.0157675344718756,<=50K,>50K,LR,deepfool,adult,1.0
94,0.196810695231178,0.8142278599788323,0.0159880068884609,<=50K,>50K,LR,deepfool,adult,1.0
95,3.709568642496477,9.26968837980968,1.259321827717109,<=50K,>50K,LR,deepfool,adult,1.0
96,0.8852182698860465,3.6622470894092896,0.0719111215558444,<=50K,>50K,LR,deepfool,adult,1.0
97,0.2628436623024702,1.0874136710731253,0.0213522286570616,<=50K,>50K,LR,deepfool,adult,1.0
98,1.0317683359985748,4.276408338071372,0.0839576077410496,<=50K,>50K,LR,deepfool,adult,1.0
99,1.205079167426902,5.744355353645459,0.1217127443685809,<=50K,>50K,LR,deepfool,adult,1.0
100,0.4012950305574066,1.395578200420972,0.0570605975938897,>50K,<=50K,LR,deepfool,adult,1.0
101,2.9953524019475277,8.387446776813187,1.0385573167030715,<=50K,>50K,LR,deepfool,adult,1.0
102,0.0807877595666661,0.3342279949197772,0.0065628314615043,<=50K,>50K,LR,deepfool,adult,1.0
103,1.2085385601108505,5.766036452896861,0.1223789404951144,<=50K,>50K,LR,deepfool,adult,1.0
104,0.0579724216861736,0.2398383829197379,0.0047094171928539,<=50K,>50K,LR,deepfool,adult,1.0
105,0.7278239835793185,3.0110893937832044,0.0591251266577042,<=50K,>50K,LR,deepfool,adult,1.0
106,0.0023450293875066,0.0097016657706634,0.0001905004860525,>50K,>50K,LR,deepfool,adult,0.0
107,0.043211842544023,0.1030044432073928,0.0063641809499966,>50K,>50K,LR,deepfool,adult,0.0
108,1.225248600685653,5.868934486183689,0.1255682406247924,<=50K,>50K,LR,deepfool,adult,1.0
109,0.0668676179964482,0.159392957228742,0.0098481817609678,>50K,>50K,LR,deepfool,adult,0.0
110,0.002485640942368,0.0102833882858375,0.0002019222162414,>50K,>50K,LR,deepfool,adult,0.0
111,1.0857059728099212,4.868407298314422,0.0970100306662412,<=50K,>50K,LR,deepfool,adult,1.0
112,1.2116030118689516,5.7851300232802565,0.1229673341281657,<=50K,>50K,LR,deepfool,adult,1.0
113,1.098777768412302,4.982495532883616,0.099928430876281,<=50K,>50K,LR,deepfool,adult,1.0
114,0.2405974392870025,0.9953785834522628,0.0195450474669212,<=50K,>50K,LR,deepfool,adult,1.0
115,3.4408618703512324,9.35456053483668,1.2094868042050928,<=50K,>50K,LR,deepfool,adult,1.0
116,0.106191438509212,0.4309221071895852,0.0130822904811429,>50K,<=50K,LR,deepfool,adult,1.0
117,0.1488563154675351,0.6158352585382324,0.0120924131019338,<=50K,>50K,LR,deepfool,adult,1.0
118,0.0583528607005811,0.241412280272887,0.0047403208888537,>50K,>50K,LR,deepfool,adult,0.0
119,0.4674582473667877,1.9339270785304896,0.0379741902259174,<=50K,>50K,LR,deepfool,adult,1.0
120,1.2142470580350324,5.8015213852894165,0.1234737169798163,<=50K,>50K,LR,deepfool,adult,1.0
121,0.0081818791364463,0.0310428704791622,0.0006627142871632,>50K,<=50K,LR,deepfool,adult,1.0
122,0.0859861577546069,0.3557343420154428,0.0069851251971865,<=50K,>50K,LR,deepfool,adult,1.0
123,0.1251588725769155,0.5177962769173968,0.0101673401829048,<=50K,>50K,LR,deepfool,adult,1.0
124,1.3318475640306475,6.471290152218324,0.1450064985717679,<=50K,>50K,LR,deepfool,adult,1.0
125,0.5813760503273894,2.405217919365413,0.0472283617168903,<=50K,>50K,LR,deepfool,adult,1.0
126,0.2196938076011443,0.7707703895316532,0.0296908798870261,>50K,<=50K,LR,deepfool,adult,1.0
127,0.3818451147644526,1.5797359802304078,0.031019367230911,<=50K,>50K,LR,deepfool,adult,1.0
128,0.087607703188097,0.2088312534990637,0.0129027461369488,>50K,>50K,LR,deepfool,adult,0.0
129,0.0841555085769196,0.200602250236481,0.01239431817991,<=50K,>50K,LR,deepfool,adult,1.0
130,0.0150062746344271,0.0526478546539107,0.0020280429928179,>50K,>50K,LR,deepfool,adult,0.0
131,0.0033144484453013,0.0133485406716305,0.0002578800376168,<=50K,>50K,LR,deepfool,adult,1.0
132,0.1991541262508774,0.698709331828337,0.0269150021049245,>50K,<=50K,LR,deepfool,adult,1.0
133,0.5754144515759088,2.3805540737250457,0.0467440659187431,<=50K,>50K,LR,deepfool,adult,1.0
134,0.432025358642302,1.7873373476116232,0.0350957856393053,>50K,>50K,LR,deepfool,adult,0.0
135,0.0139085876931351,0.0575413720120537,0.001129871601734,>50K,>50K,LR,deepfool,adult,0.0
136,1.046615986767864,4.468731643572243,0.0877621001196495,<=50K,>50K,LR,deepfool,adult,1.0
137,0.2770586266597911,1.1462225307768306,0.0225069873709427,<=50K,>50K,LR,deepfool,adult,1.0
138,0.0597302866070364,0.1423796091828235,0.0087969969895695,>50K,>50K,LR,deepfool,adult,0.0
139,3.989047882883261,9.451867431247484,1.240042793680672,<=50K,>50K,LR,deepfool,adult,1.0
140,0.0999208298919811,0.238182159125053,0.0147162062477073,>50K,<=50K,LR,deepfool,adult,1.0
141,1.0578410240951557,4.595478264449123,0.090513773201565,<=50K,>50K,LR,deepfool,adult,1.0
142,0.1561251144173037,0.6459070466867401,0.0126828959168444,<=50K,>50K,LR,deepfool,adult,1.0
143,0.0477472220626652,0.1975355883530387,0.0038787674126205,<=50K,>50K,LR,deepfool,adult,1.0
144,0.0703450798607374,0.2467975257756211,0.0095069036082187,>50K,<=50K,LR,deepfool,adult,1.0
145,0.1016184810815498,0.420407035159186,0.0082550253793521,>50K,>50K,LR,deepfool,adult,0.0
146,0.0960361317663863,0.3973122085671703,0.0078015397139718,<=50K,>50K,LR,deepfool,adult,1.0
147,0.3568447782906888,1.4763069333528316,0.0289884561870216,<=50K,>50K,LR,deepfool,adult,1.0
148,0.0546372761500952,0.2260405124227794,0.0044384845608883,>50K,>50K,LR,deepfool,adult,0.0
149,0.1322145225168009,0.3151609653033794,0.0194723917112147,>50K,<=50K,LR,deepfool,adult,1.0
150,0.6030224568512886,2.494771478470596,0.0489868145935888,<=50K,>50K,LR,deepfool,adult,1.0
151,0.3223684420303079,1.3336744044371946,0.0261877543297739,<=50K,>50K,LR,deepfool,adult,1.0
152,0.0317862702392478,0.1315033110915976,0.0025821712499673,<=50K,>50K,LR,deepfool,adult,1.0
153,0.0178919517807833,0.0426492362760165,0.0026351123737831,>50K,>50K,LR,deepfool,adult,0.0
154,0.0102581741658688,0.0424390577102143,0.0008333237505968,>50K,>50K,LR,deepfool,adult,0.0
155,0.3720643686636832,1.5392720079639093,0.030224826452776,<=50K,>50K,LR,deepfool,adult,1.0
156,1.0951758441992254,4.951754016148216,0.0991313362368002,<=50K,>50K,LR,deepfool,adult,1.0
157,1.0342948438556705,4.31174955910035,0.084620911394774,<=50K,>50K,LR,deepfool,adult,1.0
158,1.0460698770464554,4.462221591709312,0.0876257789886981,<=50K,>50K,LR,deepfool,adult,1.0
159,3.7108079704316967,9.267769114456351,1.2749546966432943,<=50K,>50K,LR,deepfool,adult,1.0
160,1.1154062326335543,5.118551705174685,0.1035451902349003,<=50K,>50K,LR,deepfool,adult,1.0
161,0.3820832739302492,1.5807212586157324,0.0310387135056237,<=50K,>50K,LR,deepfool,adult,1.0
162,1.374678172751696,6.748664549341743,0.1528236798175681,<=50K,>50K,LR,deepfool,adult,1.0
163,0.037716210612601,0.1560361842288077,0.0030638946234762,>50K,>50K,LR,deepfool,adult,0.0
164,0.0088965245564655,0.036805966422101,0.0007227166486828,<=50K,>50K,LR,deepfool,adult,1.0
165,1.0176319249551546,4.210057261122588,0.0826678105434691,<=50K,>50K,LR,deepfool,adult,1.0
166,1.35735581719898,6.649039609893301,0.1497518951139432,<=50K,>50K,LR,deepfool,adult,1.0
167,0.4818988336034087,1.9936694428834476,0.0391472789273531,<=50K,>50K,LR,deepfool,adult,1.0
168,0.3210340851347539,1.3281539818136248,0.0260793560968413,<=50K,>50K,LR,deepfool,adult,1.0
169,0.0570214512448427,0.135922553008017,0.0083980485984714,<=50K,>50K,LR,deepfool,adult,1.0
170,1.4167781826394044,6.9782281215984,0.1601491743039636,<=50K,>50K,LR,deepfool,adult,1.0
171,0.0186117171074598,0.0769987592825343,0.001511930972991,>50K,>50K,LR,deepfool,adult,0.0
172,0.9934152551768226,4.109870167281842,0.0807005567594652,<=50K,>50K,LR,deepfool,adult,1.0
173,0.0078425350855009,0.0186943248771932,0.0011550395561648,>50K,>50K,LR,deepfool,adult,0.0
174,0.0106298880466401,0.0403308100508615,0.0008609974342847,>50K,<=50K,LR,deepfool,adult,1.0
175,0.1447516378224307,0.5988537346253111,0.0117589675459732,<=50K,>50K,LR,deepfool,adult,1.0
176,0.0091994676211422,0.0349036409114185,0.0007451356079401,>50K,<=50K,LR,deepfool,adult,1.0
177,0.0332734290213826,0.1376559699574324,0.0027029834349031,<=50K,>50K,LR,deepfool,adult,1.0
178,1.2291427875122765,5.8925046301258766,0.1263049588226438,<=50K,>50K,LR,deepfool,adult,1.0
179,0.2742489114215031,1.13459839782241,0.0222787363910654,<=50K,>50K,LR,deepfool,adult,1.0
180,0.040776159521382,0.1686954670302074,0.0033124685621939,<=50K,>50K,LR,deepfool,adult,1.0
181,0.0456250381865182,0.1087567841480532,0.0067195889904263,<=50K,>50K,LR,deepfool,adult,1.0
182,0.5373214268149816,2.2229589742234066,0.0436495613733784,<=50K,>50K,LR,deepfool,adult,1.0
183,0.4299326595900887,1.7786795883479696,0.0349257832772927,<=50K,>50K,LR,deepfool,adult,1.0
184,0.1054275102323876,0.4361654244825775,0.0085644534505817,<=50K,>50K,LR,deepfool,adult,1.0
185,1.0601501642507625,4.681200562319607,0.0926508669464181,<=50K,>50K,LR,deepfool,adult,1.0
186,0.0731303702596256,0.2774635478086515,0.0059233954017632,>50K,<=50K,LR,deepfool,adult,1.0
187,1.232137861054141,5.910533345687347,0.126869976163714,<=50K,>50K,LR,deepfool,adult,1.0
188,0.0485912648058823,0.1843598529574664,0.0039357833629792,>50K,<=50K,LR,deepfool,adult,1.0
189,0.0939330713050739,0.2239090583840056,0.0138343291722023,>50K,>50K,LR,deepfool,adult,0.0
190,0.2455840761118121,1.016008820749817,0.0199501380571218,<=50K,>50K,LR,deepfool,adult,1.0
191,0.1005000351975612,0.4117465884158373,0.0120113148688705,>50K,<=50K,LR,deepfool,adult,1.0
192,0.0849136474671422,0.3512972572010288,0.0068980002080475,<=50K,>50K,LR,deepfool,adult,1.0
193,0.0282346962157685,0.0673032689379705,0.0041583614088364,<=50K,>50K,LR,deepfool,adult,1.0
194,0.0374214843611412,0.1548168203491058,0.0030399497981596,>50K,>50K,LR,deepfool,adult,0.0
195,0.6288964639925236,2.601815061120937,0.0510887003333304,<=50K,>50K,LR,deepfool,adult,1.0
196,0.3289630532417424,1.3609569925177396,0.0267234690831193,<=50K,>50K,LR,deepfool,adult,1.0
197,0.0507463146633791,0.1209644484621772,0.0074738530456148,>50K,>50K,LR,deepfool,adult,0.0
198,1.0405018049399,4.393658057817972,0.0862212609249107,<=50K,>50K,LR,deepfool,adult,1.0
199,1.0621920748095206,4.669171244327753,0.091503788966998,<=50K,>50K,LR,deepfool,adult,1.0
200,0.2302597035752557,0.9526100871398996,0.0187052513358459,<=50K,>50K,LR,deepfool,adult,1.0
201,0.1333562672176763,0.5517097999613767,0.0108332590151421,<=50K,>50K,LR,deepfool,adult,1.0
202,0.0167744007426549,0.0693975329424896,0.0013626748485992,<=50K,>50K,LR,deepfool,adult,1.0
203,0.0872748981300138,0.3611328132573836,0.0093177172445448,>50K,>50K,LR,deepfool,adult,0.0
204,0.0022926128831956,0.0094848350911865,0.0001862399629526,<=50K,>50K,LR,deepfool,adult,1.0
205,3.3549763848512115,8.627583159628971,1.583420197012516,<=50K,>50K,LR,deepfool,adult,1.0
206,0.052711673258751,0.218074092702986,0.0042820577796555,<=50K,>50K,LR,deepfool,adult,1.0
207,0.0550046128017409,0.227560214946079,0.0044683248297205,<=50K,>50K,LR,deepfool,adult,1.0
208,0.3597266323852571,1.4882293754945233,0.0292225630031115,<=50K,>50K,LR,deepfool,adult,1.0
209,0.0997758560658252,0.4127838204277236,0.008105335395589,<=50K,>50K,LR,deepfool,adult,1.0
210,0.0214867296753129,0.0512180958466798,0.0031645339004723,>50K,>50K,LR,deepfool,adult,0.0
211,0.0284759822040922,0.0678785006407116,0.0041939194018854,<=50K,>50K,LR,deepfool,adult,1.0
212,0.5918060244656794,2.4483678834327045,0.0480756437716083,<=50K,>50K,LR,deepfool,adult,1.0
213,0.295498586196502,1.2225107716604005,0.0240049680767899,<=50K,>50K,LR,deepfool,adult,1.0
214,0.0206697978495381,0.0492707883819781,0.0030442230024466,>50K,>50K,LR,deepfool,adult,0.0
215,1.034839406640938,4.319202875626409,0.0847629280177944,<=50K,>50K,LR,deepfool,adult,1.0
216,0.4577798237528939,1.89388639394538,0.037187959758207,<=50K,>50K,LR,deepfool,adult,1.0
217,1.3341402313680402,6.483454874792853,0.1454104326436009,<=50K,>50K,LR,deepfool,adult,1.0
218,0.5705090976266081,2.360260019068824,0.0463455766810667,<=50K,>50K,LR,deepfool,adult,1.0
219,0.0315371439474526,0.1304727672796511,0.0025619365949065,<=50K,>50K,LR,deepfool,adult,1.0
220,0.1928757384934508,0.7979484732649852,0.0156683499296025,<=50K,>50K,LR,deepfool,adult,1.0
221,0.0589410767315228,0.2438457907181317,0.0047881044325521,<=50K,>50K,LR,deepfool,adult,1.0
222,1.1481486929527136,5.364265732577068,0.1104076449977316,<=50K,>50K,LR,deepfool,adult,1.0
223,0.1056060026435114,0.251734003924777,0.0155535247498809,>50K,<=50K,LR,deepfool,adult,1.0
224,3.919496542226197,8.741298654237596,1.3579724453892554,<=50K,>50K,LR,deepfool,adult,1.0
225,0.1047831974055105,0.4334998168452222,0.0085121118899534,<=50K,>50K,LR,deepfool,adult,1.0
226,0.0305882575664135,0.0729134714232634,0.0045049901051234,<=50K,>50K,LR,deepfool,adult,1.0
227,1.0558258291738332,4.573623508492268,0.0900264154077128,<=50K,>50K,LR,deepfool,adult,1.0
228,1.0314106060498336,4.271297583154674,0.0838630816829975,<=50K,>50K,LR,deepfool,adult,1.0
229,1.485790940455184,7.325636736873005,0.1718075217442703,<=50K,>50K,LR,deepfool,adult,1.0
230,0.0696152299532232,0.2723006269290748,0.0091442822064566,<=50K,>50K,LR,deepfool,adult,1.0
231,0.0415084326453775,0.0989440315214815,0.0061133111287666,>50K,>50K,LR,deepfool,adult,0.0
232,1.0735080793068614,4.754778965074936,0.0942173713207177,<=50K,>50K,LR,deepfool,adult,1.0
233,0.1004818474065121,0.4157046402608964,0.0081626893244461,<=50K,>50K,LR,deepfool,adult,1.0
234,0.2006138884913572,0.8299621070978984,0.0162969636341392,<=50K,>50K,LR,deepfool,adult,1.0
235,0.052462133275624,0.217041708025121,0.0042617854771122,>50K,>50K,LR,deepfool,adult,0.0
236,0.3060352135123196,1.26610195678954,0.0248609156357955,<=50K,>50K,LR,deepfool,adult,1.0
237,0.6666012810099731,2.757804114120762,0.0541516671976784,<=50K,>50K,LR,deepfool,adult,1.0
238,0.1760898557348843,0.7285034315982107,0.0143047417654346,<=50K,>50K,LR,deepfool,adult,1.0
239,0.0083009837792173,0.0197871245982683,0.001222556857095,>50K,>50K,LR,deepfool,adult,0.0
240,0.4874052391246498,2.0164501053102937,0.0395945956175194,<=50K,>50K,LR,deepfool,adult,1.0
241,0.4485810330257491,1.855829959849327,0.0364406917806334,<=50K,>50K,LR,deepfool,adult,1.0
242,3.683657217241529,9.0710556214716,1.3937115022599706,<=50K,>50K,LR,deepfool,adult,1.0
243,0.057535423286062,0.2380305038333884,0.0046739177529961,<=50K,>50K,LR,deepfool,adult,1.0
244,3.053748890497821,8.847372945556092,1.170754603315626,<=50K,>50K,LR,deepfool,adult,1.0
245,1.6024085517855546,7.858934872268734,0.1907799818871351,<=50K,>50K,LR,deepfool,adult,1.0
246,0.5730520674620504,1.8314068348169037,0.0873735615202493,>50K,<=50K,LR,deepfool,adult,1.0
247,3.690883877195612,9.107711348573892,1.2744860265048323,<=50K,>50K,LR,deepfool,adult,1.0
248,0.2151166389781248,0.8899616043778535,0.0174751009254796,<=50K,>50K,LR,deepfool,adult,1.0
249,0.0631927484172208,0.261435419867233,0.0051334908658848,<=50K,>50K,LR,deepfool,adult,1.0
250,1.0528302658089006,4.540452872864566,0.0892967994515582,<=50K,>50K,LR,deepfool,adult,1.0
251,0.1642788276558176,0.679639910073174,0.0133452681611966,<=50K,>50K,LR,deepfool,adult,1.0
252,0.4034678970751585,1.6691918520005955,0.0327759044234539,<=50K,>50K,LR,deepfool,adult,1.0
253,0.0929653155692,0.3846079139673972,0.0075520811759946,<=50K,>50K,LR,deepfool,adult,1.0
254,0.7608999404854333,3.14792822826731,0.0618120643641006,<=50K,>50K,LR,deepfool,adult,1.0
255,0.0895759710128581,0.3705857804766798,0.0072767452133619,<=50K,>50K,LR,deepfool,adult,1.0
256,0.1543951034963026,0.6387498041427397,0.0125423575515875,<=50K,>50K,LR,deepfool,adult,1.0
257,0.1477134918044432,0.6111072333888163,0.0119995743925989,<=50K,>50K,LR,deepfool,adult,1.0
258,0.1245480560247944,0.2968863230522162,0.0183432794179416,>50K,<=50K,LR,deepfool,adult,1.0
259,3.1285953910979765,9.247612202956786,1.3457952439665015,<=50K,>50K,LR,deepfool,adult,1.0
260,0.0890448628915345,0.3683886037574764,0.0072336028941578,<=50K,>50K,LR,deepfool,adult,1.0
261,0.4361674538163544,1.8044736002961452,0.0354322692425119,<=50K,>50K,LR,deepfool,adult,1.0
262,0.7192356202432704,2.975558310298116,0.0584274448860961,<=50K,>50K,LR,deepfool,adult,1.0
263,0.0650267107430501,0.2690227480758306,0.0052824742055115,<=50K,>50K,LR,deepfool,adult,1.0
264,2.6461626511891607,8.438937508937796,1.1062761424495968,<=50K,>50K,LR,deepfool,adult,1.0
265,0.1802950526015995,0.745900838347641,0.0146463541059763,>50K,>50K,LR,deepfool,adult,0.0
