transaction_id,customer_id,amount,timestamp,category,merchant,location,is_fraud
TXN00100,CUST00320,476.24,2025-08-15 16:38:38,Utilities,Chase,"Indianapolis, IN",False
TXN00101,CUST00713,450.23,2025-01-09 04:13:56,Online Shopping,Chase,"Denver, CO",False
TXN00102,CUST00206,89.37,2025-11-04 14:00:54,Other,Amazon Prime,"Los Angeles, CA",False
TXN00103,CUST00829,405.7,2025-11-21 14:46:57,Dining,Best Buy,"Philadelphia, PA",False
TXN00104,CUST00500,66.6,2025-01-18 17:51:53,Utilities,PayPal,"Houston, TX",False
TXN00105,CUST00613,480.48,2025-03-21 03:28:32,Utilities,Google,"Columbus, OH",False
TXN00106,CUST00789,426.54,2025-10-27 06:51:44,Healthcare,Google,"San Jose, CA",False
TXN00107,CUST00842,82.01,2025-04-05 19:21:18,Education,Bank of America,"Dallas, TX",False
TXN00108,CUST00216,176.62,2025-11-03 17:15:40,Online Shopping,McDonalds,"San Jose, CA",False
TXN00109,CUST00601,484.67,2025-10-04 05:48:07,Healthcare,eBay,"Fort Worth, TX",False
TXN00110,CUST00808,37.31,2025-01-18 18:55:31,Travel,Best Buy,"Dallas, TX",False
TXN00111,CUST00197,354.59,2025-05-27 17:13:47,Dining,Target,"Charlotte, NC",False
TXN00112,CUST00467,344.53,2025-03-28 19:20:03,Entertainment,eBay,"New York, NY",False
TXN00113,CUST00504,198.99,2025-03-25 21:24:27,Transportation,PayPal,"San Francisco, CA",False
TXN00114,CUST00261,288.66,2025-05-09 08:02:27,Travel,Google,"San Diego, CA",False
TXN00115,CUST00520,13.72,2025-08-16 23:49:38,Other,Uber,"New York, NY",False
TXN00116,CUST00432,241.88,2025-06-17 23:48:16,Other,Target,"San Antonio, TX",False
TXN00117,CUST00868,29.71,2025-10-31 05:55:00,Other,Netflix,"San Jose, CA",False
TXN00118,CUST00704,479.88,2025-04-27 12:33:11,Online Shopping,Spotify,"Fort Worth, TX",False
TXN00119,CUST00425,417.43,2025-08-29 19:45:34,Healthcare,Chase,"Charlotte, NC",False
TXN00120,CUST00662,399.22,2025-09-28 10:31:56,Other,Netflix,"Charlotte, NC",False
TXN00121,CUST00180,334.06,2025-07-03 13:06:02,Online Shopping,Costco,"Houston, TX",False
TXN00122,CUST00957,406.6,2025-12-26 09:29:51,Dining,eBay,"Austin, TX",False
TXN00123,CUST00966,165.21,2025-11-13 15:36:28,Utilities,PayPal,"Seattle, WA",False
TXN00124,CUST00299,395.18,2025-01-20 22:21:59,Utilities,CitiBank,"New York, NY",False
TXN00125,CUST00542,471.49,2025-11-11 08:40:43,Online Shopping,Google,"Indianapolis, IN",False
TXN00126,CUST00695,44.45,2025-09-26 06:48:18,Transportation,Amazon,"Houston, TX",False
TXN00127,CUST00308,51.66,2025-01-11 22:44:13,Dining,Costco,"Indianapolis, IN",False
TXN00128,CUST00607,107.75,2025-07-15 06:46:11,Entertainment,Walmart,"Houston, TX",False
TXN00129,CUST00351,144.48,2025-11-16 18:08:08,Other,Spotify,"Dallas, TX",False
TXN00130,CUST00136,40.1,2025-12-10 05:07:14,Online Shopping,Walmart,"Charlotte, NC",False
TXN00131,CUST00750,211.86,2025-02-25 00:28:42,Other,Best Buy,"Houston, TX",False
TXN00132,CUST00104,275.75,2025-09-05 11:03:54,Dining,Best Buy,"Phoenix, AZ",False
TXN00133,CUST00872,214.11,2025-10-26 06:11:08,Online Shopping,Starbucks,"Houston, TX",False
TXN00134,CUST00487,430.33,2025-11-13 19:24:30,Online Shopping,Costco,"Phoenix, AZ",False
TXN00135,CUST00041,279.15,2025-08-18 17:04:45,Entertainment,Amazon,"Philadelphia, PA",False
TXN00136,CUST00720,332.99,2025-04-09 11:07:58,Online Shopping,Google,"Phoenix, AZ",False
TXN00137,CUST00381,408.93,2025-11-27 02:15:33,Other,Apple Store,"San Diego, CA",False
TXN00138,CUST00963,149.57,2025-12-06 11:04:48,Travel,Best Buy,"Fort Worth, TX",False
TXN00139,CUST00827,294.18,2025-07-05 20:47:27,Utilities,PayPal,"Austin, TX",False
TXN00140,CUST00432,291.88,2025-03-09 06:34:50,Travel,Starbucks,"New York, NY",False
TXN00141,CUST00897,406.42,2025-04-15 17:42:21,Travel,Amazon Prime,"Denver, CO",False
TXN00142,CUST00325,4024.14,2025-09-03 00:29:56,Transportation,Starbucks,"San Diego, CA",True
TXN00143,CUST00377,70.38,2025-07-31 12:18:21,Education,Chase,"Washington, DC",False
TXN00144,CUST00934,49.9,2025-03-25 06:30:15,Transportation,Amazon,"Philadelphia, PA",False
TXN00145,CUST00178,310.65,2025-01-30 23:22:28,Travel,Uber,"Indianapolis, IN",False
TXN00146,CUST00276,107.52,2025-01-16 17:51:28,Education,McDonalds,"Los Angeles, CA",False
TXN00147,CUST00119,440.12,2025-05-27 14:31:49,Travel,McDonalds,"Los Angeles, CA",False
TXN00148,CUST00309,116.04,2025-04-17 14:54:13,Transportation,Chase,"Dallas, TX",False
TXN00149,CUST00465,338.34,2025-12-16 20:02:28,Travel,Spotify,"San Diego, CA",False
TXN00150,CUST00090,262.28,2025-12-04 10:13:18,Healthcare,Bank of America,"San Jose, CA",False
TXN00151,CUST00616,225.92,2025-08-21 23:47:09,Grocery,eBay,"Houston, TX",False
TXN00152,CUST00227,159.36,2025-06-22 00:24:09,Utilities,Google,"Houston, TX",False
TXN00153,CUST00644,448.96,2025-02-26 16:52:10,Travel,Walmart,"Seattle, WA",False
TXN00154,CUST00857,159.46,2025-09-22 15:05:39,Dining,Target,"Seattle, WA",False
TXN00155,CUST00874,29.75,2025-09-16 08:09:38,Grocery,Amazon,"Columbus, OH",False
TXN00156,CUST00748,4692.66,2025-04-04 04:20:12,Dining,Netflix,"Phoenix, AZ",True
TXN00157,CUST00763,24.02,2025-07-21 21:24:25,Online Shopping,eBay,"San Jose, CA",False
TXN00158,CUST00937,471.85,2025-03-13 10:09:56,Entertainment,Visa,"Fort Worth, TX",False
TXN00159,CUST00852,147.32,2025-07-23 09:45:52,Utilities,CitiBank,"Denver, CO",False
TXN00160,CUST00057,300.27,2025-10-03 08:21:51,Education,Mastercard,"Philadelphia, PA",False
TXN00161,CUST00105,232.42,2025-06-02 21:59:46,Healthcare,Costco,"Houston, TX",False
TXN00162,CUST00719,152.77,2025-08-11 23:36:45,Travel,Visa,"New York, NY",False
TXN00163,CUST00368,1360.94,2025-07-08 15:46:42,Other,Bank of America,"Seattle, WA",True
TXN00164,CUST00498,390.74,2025-06-25 06:30:31,Travel,Amazon Prime,"San Antonio, TX",False
TXN00165,CUST00577,478.03,2025-05-17 00:53:44,Healthcare,CitiBank,"Phoenix, AZ",False
TXN00166,CUST00448,3763.08,2025-11-26 15:58:31,Grocery,Target,"San Antonio, TX",True
TXN00167,CUST00220,3007.02,2025-03-31 16:56:35,Entertainment,Walmart,"Washington, DC",True
TXN00168,CUST00703,141.83,2025-02-27 09:48:11,Online Shopping,Apple Store,"Philadelphia, PA",False
TXN00169,CUST00101,32.91,2025-11-21 01:45:38,Other,Starbucks,"Philadelphia, PA",False
TXN00170,CUST00068,149.73,2025-05-19 07:28:48,Healthcare,Target,"Austin, TX",False
TXN00171,CUST00908,16.9,2025-12-15 15:44:18,Travel,Walmart,"Phoenix, AZ",False
TXN00172,CUST00667,475.42,2025-08-23 06:20:47,Utilities,Chase,"Jacksonville, FL",False
TXN00173,CUST00428,493.97,2025-09-22 19:36:21,Entertainment,PayPal,"Washington, DC",False
TXN00174,CUST00939,260.22,2025-03-30 13:33:55,Online Shopping,PayPal,"Philadelphia, PA",False
TXN00175,CUST00240,314.92,2025-11-27 05:49:40,Utilities,Costco,"Phoenix, AZ",False
TXN00176,CUST00611,350.81,2025-06-04 09:05:50,Healthcare,McDonalds,"San Jose, CA",False
TXN00177,CUST00837,461.58,2025-11-06 12:07:22,Online Shopping,Uber,"Denver, CO",False
TXN00178,CUST00542,134.58,2025-08-15 00:08:48,Grocery,Netflix,"Seattle, WA",False
TXN00179,CUST00879,119.72,2025-05-11 01:30:02,Education,Costco,"Austin, TX",False
TXN00180,CUST00373,363.49,2025-12-05 13:19:57,Grocery,Amazon,"Houston, TX",False
TXN00181,CUST00761,277.37,2025-07-02 21:12:16,Entertainment,Amazon,"Phoenix, AZ",False
TXN00182,CUST00137,25.67,2025-09-04 12:38:17,Other,PayPal,"Chicago, IL",False
TXN00183,CUST00235,218.49,2025-06-16 00:54:51,Education,Best Buy,"Dallas, TX",False
TXN00184,CUST00872,442.96,2025-11-16 16:27:34,Education,Amazon,"New York, NY",False
TXN00185,CUST00870,473.06,2025-08-30 11:37:31,Entertainment,CitiBank,"Columbus, OH",False
TXN00186,CUST00047,367.44,2025-03-17 11:03:43,Grocery,Mastercard,"Houston, TX",False
TXN00187,CUST00943,32.46,2025-03-19 13:02:19,Entertainment,Visa,"San Antonio, TX",False
TXN00188,CUST00610,190.22,2025-10-18 14:18:31,Online Shopping,McDonalds,"New York, NY",False
TXN00189,CUST00516,17.53,2025-07-27 09:21:03,Grocery,Bank of America,"New York, NY",False
TXN00190,CUST00721,418.11,2025-09-12 23:19:57,Education,Costco,"Los Angeles, CA",False
TXN00191,CUST00796,124.4,2025-09-15 11:02:38,Online Shopping,PayPal,"Philadelphia, PA",False
TXN00192,CUST00587,220.08,2025-10-18 09:50:49,Utilities,eBay,"Chicago, IL",False
TXN00193,CUST00966,105.55,2025-01-19 07:10:59,Travel,Costco,"San Jose, CA",False
TXN00194,CUST00117,486.47,2025-09-01 18:42:59,Utilities,Visa,"San Antonio, TX",False
TXN00195,CUST00396,280.59,2025-03-24 20:57:10,Education,Mastercard,"Dallas, TX",False
TXN00196,CUST00386,229.37,2025-08-18 18:46:38,Grocery,eBay,"Dallas, TX",False
TXN00197,CUST00848,4420.36,2025-02-07 08:50:45,Dining,Amazon Prime,"Chicago, IL",True
TXN00198,CUST00361,105.64,2025-12-28 01:39:13,Healthcare,eBay,"Seattle, WA",False
TXN00199,CUST00846,382.01,2025-01-29 15:34:39,Healthcare,Starbucks,"Indianapolis, IN",False
TXN00200,CUST00559,140.03,2025-02-17 08:43:20,Healthcare,PayPal,"Houston, TX",False
TXN00201,CUST00297,286.73,2025-07-10 21:31:01,Transportation,Bank of America,"Washington, DC",False
TXN00202,CUST00745,55.81,2025-07-31 09:37:53,Education,Starbucks,"Chicago, IL",False
TXN00203,CUST00765,315.07,2025-08-14 22:09:13,Grocery,eBay,"Denver, CO",False
TXN00204,CUST00937,37.23,2025-12-10 06:42:01,Travel,Best Buy,"Columbus, OH",False
TXN00205,CUST00445,30.0,2025-02-12 04:32:02,Utilities,Walmart,"Houston, TX",False
TXN00206,CUST00406,431.46,2025-08-14 14:03:30,Travel,Best Buy,"Los Angeles, CA",False
TXN00207,CUST00480,466.48,2025-03-18 14:45:56,Healthcare,CitiBank,"San Francisco, CA",False
TXN00208,CUST00303,303.96,2025-09-28 20:27:12,Dining,Chase,"Houston, TX",False
TXN00209,CUST00978,493.9,2025-02-26 00:14:24,Dining,PayPal,"Fort Worth, TX",False
TXN00210,CUST00598,389.83,2025-06-21 03:44:12,Education,PayPal,"Seattle, WA",False
TXN00211,CUST00137,312.68,2025-05-04 11:40:10,Online Shopping,Mastercard,"Denver, CO",False
TXN00212,CUST00208,143.72,2025-09-15 09:12:56,Online Shopping,Target,"Austin, TX",False
TXN00213,CUST00280,62.15,2025-12-05 13:05:45,Healthcare,Walmart,"Los Angeles, CA",False
TXN00214,CUST00799,145.79,2025-05-28 07:16:40,Healthcare,Netflix,"San Francisco, CA",False
TXN00215,CUST00215,385.41,2025-04-19 10:52:59,Travel,Google,"Austin, TX",False
TXN00216,CUST00629,159.86,2025-01-02 13:16:10,Transportation,Amazon,"Los Angeles, CA",False
TXN00217,CUST00138,291.49,2025-11-30 03:10:57,Online Shopping,Best Buy,"Jacksonville, FL",False
TXN00218,CUST00613,174.73,2025-08-30 17:14:28,Entertainment,Amazon Prime,"Austin, TX",False
TXN00219,CUST00480,313.95,2025-10-17 04:40:59,Healthcare,Amazon,"Chicago, IL",False
TXN00220,CUST00272,23.3,2025-03-26 20:57:04,Utilities,Costco,"San Francisco, CA",False
TXN00221,CUST00095,147.47,2025-06-29 19:23:36,Entertainment,Google,"Houston, TX",False
TXN00222,CUST00026,52.86,2025-12-24 04:29:01,Entertainment,Spotify,"Fort Worth, TX",False
TXN00223,CUST00801,233.79,2025-06-03 08:41:14,Entertainment,McDonalds,"Phoenix, AZ",False
TXN00224,CUST00858,255.44,2025-09-06 01:31:57,Dining,Mastercard,"San Francisco, CA",False
TXN00225,CUST00361,499.4,2025-11-30 04:05:16,Utilities,Bank of America,"Houston, TX",False
TXN00226,CUST00733,33.97,2025-08-18 08:23:01,Education,Mastercard,"Philadelphia, PA",False
TXN00227,CUST00429,304.37,2025-05-12 16:45:40,Transportation,Amazon,"Los Angeles, CA",False
TXN00228,CUST00174,132.93,2025-01-27 00:50:18,Travel,Starbucks,"Austin, TX",False
TXN00229,CUST00874,140.82,2025-01-02 22:57:46,Education,Starbucks,"Charlotte, NC",False
TXN00230,CUST00297,56.42,2025-06-27 10:44:51,Grocery,Amazon,"Houston, TX",False
TXN00231,CUST00163,92.62,2025-01-07 01:50:49,Education,Uber,"Charlotte, NC",False
TXN00232,CUST00060,338.96,2025-02-25 16:30:03,Travel,Netflix,"San Francisco, CA",False
TXN00233,CUST00098,1079.06,2025-07-31 19:05:35,Healthcare,Starbucks,"Austin, TX",True
TXN00234,CUST00618,2895.45,2025-04-26 17:10:26,Utilities,McDonalds,"Philadelphia, PA",True
TXN00235,CUST00550,149.74,2025-03-20 10:05:57,Dining,Chase,"Dallas, TX",False
TXN00236,CUST00195,89.85,2025-12-15 13:42:12,Education,Walmart,"Austin, TX",False
TXN00237,CUST00593,302.63,2025-08-14 12:33:20,Education,PayPal,"San Francisco, CA",False
TXN00238,CUST00298,256.46,2025-08-27 13:49:09,Dining,Visa,"Seattle, WA",False
TXN00239,CUST00828,39.16,2025-06-20 18:14:20,Transportation,Google,"Washington, DC",False
TXN00240,CUST00667,202.21,2025-01-28 08:11:40,Entertainment,Bank of America,"Houston, TX",False
TXN00241,CUST00946,352.35,2025-07-03 14:28:31,Online Shopping,Target,"San Jose, CA",False
TXN00242,CUST00733,300.67,2025-08-31 23:59:13,Online Shopping,Amazon,"San Diego, CA",False
TXN00243,CUST00025,360.71,2025-05-10 20:14:00,Online Shopping,Amazon Prime,"Charlotte, NC",False
TXN00244,CUST00776,403.17,2025-05-09 07:33:38,Education,Bank of America,"Denver, CO",False
TXN00245,CUST00851,231.2,2025-08-18 15:52:04,Healthcare,Netflix,"San Diego, CA",False
TXN00246,CUST00163,4807.16,2025-07-15 09:13:23,Grocery,Target,"Dallas, TX",True
TXN00247,CUST00372,134.5,2025-08-28 23:16:46,Grocery,PayPal,"Seattle, WA",False
TXN00248,CUST00406,203.52,2025-01-21 02:10:47,Dining,Visa,"Phoenix, AZ",False
TXN00249,CUST00056,252.41,2025-06-27 19:47:57,Travel,PayPal,"Dallas, TX",False
TXN00250,CUST00213,293.91,2025-01-11 08:27:44,Grocery,eBay,"Denver, CO",False
TXN00251,CUST00502,447.61,2025-08-17 10:49:32,Other,Visa,"Seattle, WA",False
TXN00252,CUST00533,45.19,2025-09-12 13:47:41,Travel,Amazon,"Philadelphia, PA",False
TXN00253,CUST00693,296.33,2025-12-15 17:31:04,Other,PayPal,"Jacksonville, FL",False
TXN00254,CUST00781,231.08,2025-03-05 03:55:09,Grocery,Starbucks,"San Jose, CA",False
TXN00255,CUST00012,174.51,2025-07-06 19:15:19,Dining,CitiBank,"Charlotte, NC",False
TXN00256,CUST00097,379.92,2025-04-27 15:09:45,Education,Visa,"Fort Worth, TX",False
TXN00257,CUST00418,157.7,2025-02-13 02:48:53,Grocery,Spotify,"New York, NY",False
TXN00258,CUST00869,124.61,2025-01-05 04:46:11,Travel,Chase,"Austin, TX",False
TXN00259,CUST00469,346.23,2025-05-16 17:54:09,Dining,Visa,"Fort Worth, TX",False
TXN00260,CUST00381,41.5,2025-02-27 09:52:56,Transportation,Apple Store,"Fort Worth, TX",False
TXN00261,CUST00440,307.05,2025-01-18 19:24:10,Dining,Bank of America,"Denver, CO",False
TXN00262,CUST00781,305.79,2025-10-02 15:24:22,Dining,Costco,"San Francisco, CA",False
TXN00263,CUST00416,324.73,2025-09-26 22:54:46,Utilities,Amazon Prime,"Denver, CO",False
TXN00264,CUST00151,489.54,2025-05-01 23:10:04,Healthcare,Mastercard,"Charlotte, NC",False
TXN00265,CUST00001,253.54,2025-03-04 01:28:25,Healthcare,Chase,"San Jose, CA",False
TXN00266,CUST00111,139.99,2025-02-13 07:55:45,Other,Apple Store,"Seattle, WA",False
TXN00267,CUST00914,115.95,2025-07-10 10:10:01,Dining,Google,"Denver, CO",False
TXN00268,CUST00169,362.37,2025-12-15 07:32:22,Healthcare,Uber,"San Francisco, CA",False
TXN00269,CUST00248,479.17,2025-02-26 03:54:06,Grocery,eBay,"Washington, DC",False
TXN00270,CUST00489,450.69,2025-02-07 01:50:10,Dining,Google,"Jacksonville, FL",False
TXN00271,CUST00010,138.52,2025-03-05 04:34:45,Grocery,Target,"San Francisco, CA",False
TXN00272,CUST00065,317.19,2025-02-27 17:39:38,Grocery,Best Buy,"San Francisco, CA",False
TXN00273,CUST00327,45.46,2025-11-09 02:07:13,Entertainment,Starbucks,"San Diego, CA",False
TXN00274,CUST00151,1518.68,2025-03-15 10:00:22,Grocery,Apple Store,"Seattle, WA",True
TXN00275,CUST00891,102.18,2025-02-22 14:12:59,Transportation,Uber,"San Jose, CA",False
TXN00276,CUST00197,385.06,2025-04-09 08:15:18,Online Shopping,Mastercard,"San Francisco, CA",False
